type,id,name,username,authors,upvotes,downvotes,favorites,published,size,plays,description
frhd,279722,bolaside II,CityShep,"[""CityShep""]",254,44,0,2016-06-03,701730,17.4k,"Collab with Noob! He did all the track, I did all the detail! About a month of intense work.Yes, it's completable, and a video of the ghost will be posted here: http://community.freeriderhd.com/threads/bolaside-ii.5631/"
frhd,279801,go outside paper,fafafata,"[""fafafata""]",157,31,0,2016-06-03,684310,12.6k,make the boring wall a bit more stupider than before.
frhd,281174,iPhotograph,CityShep,"[""CityShep""]",131,26,0,2016-06-08,33618,15.4k,for m1.c3's 'SmartPhone Contest' on the forums.
frhd,281211,Vickong medley by Dekw,Vickong,"[""Vickong""]",98,23,0,2016-06-08,608890,10.0k,"This is not very hard, just a bit long. Dekw made this because he thinks these artworks are underrated. I remastered this good Master Roshi for your pleasure, hope you'll enjoy !"
frhd,281417,no good theme,fafafata,"[""fafafata""]",67,4,0,2016-06-08,728642,9.6k,maybe no character is the problem.
frhd,283232,Candle In The Wind,spruce,"[""spruce""]",172,30,0,2016-06-14,631289,18.9k,"A collab between AugustBrown, Nitrogeneric, and ei8ht. Congrats to anyone who knows who made the song in the title. Might be my last track for a while since my FRHD editor is getting very laggy atm. Enjoy :)"
frhd,283691,tri-aids-gle,CityShep,"[""CityShep""]",102,27,0,2016-06-16,29999,11.6k,for the triangle contest b*tches
frhd,283831,Subsurface Exploration Park,CityShep,"[""CityShep""]",83,24,0,2016-06-16,37726,13.4k,for the BMX park contest on the forums.
frhd,285906,Sahara,Cataclysm,"[""Cataclysm""]",581,66,0,2016-06-24,771733,42.9k,"Another old work in progress, but this one is finished! Ride across the dunes of the Saharan Desert. No one ever said it was easy. Enjoy, and make sure to tickle that like button!"
frhd,286847,Low Point,CityShep,"[""CityShep""]",269,49,0,2016-06-28,489368,26.9k,forever lost in my thoughts
frhd,288467,Robotox (Unfinished),mudkip,"[""mudkip""]",111,34,0,2016-07-05,513527,10.8k,"For nhdtop's factory contest, i'll finish it later, i didn't have enough time :P"
frhd,289644,Chilled Breeze,WyattStonhouse,"[""WyattStonhouse""]",718,48,0,2016-07-10,623613,75.5k,"Let's warm things up a little. Go join my summer contest, http://community.freeriderhd.com/threads/summer-contest.5755/, there are lots of coins to win. As always have fun, rate, and comment :)"
frhd,290053,Geddouttatheredood! [UEC],mudkip,"[""mudkip""]",67,26,0,2016-07-12,57230,10.6k,"For the Underground Escape Contest. Threw this together in like 2 hours, testing it what annoying, not gonna bother finishing the detail :I *FIXED*"
frhd,290532,Newport (ft. mR..A),alexander,"[""alexander""]",79,23,0,2016-07-14,14543,11.6k,Enjoy!
frhd,292022,Basaprei Copses,Ishu,"[""Ishu""]",183,36,0,2016-07-23,411299,15.7k,"Poetry Contest, based on Oscar Wilde's ""In the forest"""
frhd,292196,PINKMAN,vacuum,"[""vacuum""]",65,11,0,2016-07-24,11745,11.1k,"A warm-up track gone good. Speed run it please. Comment, rate, subscribe and I'll do whatever you want."
frhd,292571,The Verge,BowlOfFire,"[""BowlOfFire""]",539,30,0,2016-07-26,1450739,53.2k,A panorama of a nice meadow (plus a hidden half pipe).
frhd,293875,Dungeon,BowlOfFire,"[""BowlOfFire""]",97,25,0,2016-08-02,213727,12.9k,"See how quickly you can work your way through this dungeon of many rooms, all which contain unique challenges. If you get stuck, try traveling through one of the corridors which lead to various rooms and new problems."
frhd,294206,The Second Empire ft. Stig,mR..A,"[""mR..A""]",379,65,0,2016-08-04,222169,35.3k,"Here is the sequel to ""Empire Falls"", with lots of help from Stig. Enjoy!"
frhd,294272,lucifer,Ishu,"[""Ishu""]",80,17,0,2016-08-04,153862,10.2k,"under g.od, h.ell raises"
frhd,294428,ae_Cave01_fix,aego,"[""aego""]",118,8,0,2016-08-05,81146,14.0k,Anticheat version =)
frhd,294635,Crumble,CityShep,"[""CityShep""]",252,79,0,2016-08-06,527785,43.4k,In a world of desolation.
frhd,294683,Hellirinn,Cataclysm,"[""Cataclysm""]",284,48,0,2016-08-06,617288,40.7k,Journey into the bowels of the earth on a subterranean adventure. Originally wanted to put more detail but could not figure it out. Remember to fondle that like button!
frhd,294928,Fissure,BowlOfFire,"[""BowlOfFire""]",423,36,0,2016-08-08,198100,37.3k,Here's another cave track. Just hold up for the helicopter part. The rest you use the bike.
frhd,295924,ae_Cave02,aego,"[""aego""]",141,21,0,2016-08-12,130207,15.6k,Second
frhd,297254,Playground,pinn,"[""pinn""]",451,119,0,2016-08-18,170422,68.6k,20% chance of rain
frhd,305022,DIVINE COMEDY,StevenLeary,"[""StevenLeary""]",1.0k,97,0,2016-09-14,874525,109.0k,"The Divine Comedy (Italian: Divina Commedia [diˈviːna komˈmɛːdja]) is an epic poem by Dante Alighieri, begun c. 1308 and completed 1320."
frhd,319596,jerkk,fafafata,"[""fafafata""]",24,2,0,2016-10-14,454585,3.3k,oafopippppsss-----
frhd,320947,ae_Cave03,aego,"[""aego""]",292,55,0,2016-10-17,783288,37.3k,Extreme location
frhd,321530,The beginnings,Tocota1,"[""Tocota1""]",66,13,0,2016-10-18,441642,8.6k,"huge thank you to wave and mudkip for the detail. The his is a big track and it is hard, leave a like for mudkip and wave. Comment below and enjoy!!"
frhd,328129,Prime Realestate,mudkip,"[""mudkip""]",111,38,0,2016-10-29,159688,10.7k,"wow, I lost ALL motivation to complete this track. It was a combination of my terrible attention span, an åssload of homework, and needing to focus on extracurricular sh¡t. sorry it's so danm late, but I just can't finish it. i'm also not uploading it on ""Charlezard"" cause it's not finished :/"
frhd,328368,Москва,CityShep,"[""CityShep""]",177,37,0,2016-10-29,57660,20.3k,apartment blocks are like human filing cabinets. like and sub it up my guy
frhd,329452,EzBOLAIDS,Noob,"[""Noob""]",395,96,0,2016-11-01,686113,41.8k,"Like bolaside II by Cypress but easier. I recommend you use BMX bike. It is still hard but not impossible, so don't dislike it if you can't complete it."
frhd,331689,Chain of Memories,Vickong,"[""Vickong""]",289,49,0,2016-11-04,1194008,28.4k,"Inspired by Kingdom Hearts Chain of memories, in case you didn't notice (:"
frhd,336056,Jason and the Argonauts,Wave,"[""Wave""]",515,60,0,2016-11-10,1225316,45.5k,"6 months ago, i started this (so you can probably see my detailing has changed by now) but i got a lot of help from zwinx on this!!! so sub to him too and i'd like to thank RE2 for the theme of this track"
frhd,336773,The Temple,TeamPhantom,"[""TeamPhantom""]",186,46,0,2016-11-11,2438296,17.9k,"Breaking from the Past,  FRHD Unofficial Contest Entry"
frhd,336968,2009 Operation Ellipsis,Stig,"[""Stig""]",306,49,0,2016-11-12,507244,42.8k,"A collab with Gräggen from 2009 from the original Free Rider 2 game. Some paths are not rideable, as FRHD lacks most of the original FR2 vehicles. But this modified version is now completable by bike and helicopter. Enjoy!"
frhd,351329,Dragonslayer,Maple,"[""Maple""]",513,85,0,2016-12-05,528632,52.3k,force of nature
frhd,352718,it me,churro,"[""churro""]",145,9,0,2016-12-07,98305,29.6k,"Used PRL's contest's concept to create this. It isn't for the contest; I just thought it was an interesting thing to do, so, here. I drew the rider as m'self with all the stuff I carry anywhere; my sketchbook, my pen/cil set, and other stuff like my DS."
frhd,355642,Pathway 3,Maple,"[""Maple""]",201,33,0,2016-12-11,23347,29.4k,just for fun
frhd,364547,Practice Thingy,churro,"[""churro""]",72,10,0,2016-12-24,113364,9.1k,RC5PR - definitely didn't expect it to turn out like this.
frhd,365006,ae_Cave04,aego,"[""aego""]",165,20,0,2016-12-26,794665,24.9k,Freeplay track.
frhd,365651,fishies,Ishu,"[""Ishu""]",68,23,0,2016-12-29,86588,9.7k,force of nature... but with fishies
frhd,366224,Winter Wonderland,WyattStonhouse,"[""WyattStonhouse""]",679,71,0,2016-12-31,1002600,70.0k,"Cross the blistering Arctic in search of Santa's workshop. Huge thanks to Altaria and AngryGroudon for making this collab possible. Rate, comment, & enjoy :). A FloppyPancakes' Christmas Contest entry."
frhd,367298,Sky Temple,BowlOfFire,"[""BowlOfFire""]",97,8,0,2017-01-04,126015,9.9k,This is a helicopter level. It focuses primarily on speed rather than obstacle avoidance. Enjoy.
frhd,373486,中國崛起,Please_Delete,"[""Please_Delete""]",313,35,0,2017-01-16,1023513,28.9k,Ride through China's secret layer. Something seems to be hinting at the rise of China. Hop aboard the Mantis to find out what exactly is going on. (This is my entry for the Remix Contest 5) R1 Enjoy! :)
frhd,373500,ease,zwinxz,"[""zwinxz""]",153,23,0,2017-01-16,171010,17.8k,remix contest 5 round 1 entry.
frhd,373618,Magnus,mR..A,"[""mR..A""]",355,56,0,2017-01-17,287132,50.6k,Conquer Magnus. my entry for round 1 of the remix contest
frhd,374537,Conflagration,pinn,"[""pinn""]",418,56,0,2017-01-18,400976,51.2k,"Entry for the remix contest, 2 days late. My bad."
frhd,374740,Cilant Lîs,THEend,"[""THEend""]",221,35,0,2017-01-19,582015,29.6k,An entry to Round One of the Fifth Remix Contest.
frhd,388497,Calvin and Hobbes,spruce,"[""spruce""]",503,53,0,2017-02-11,508246,48.9k,Adventure through the many worlds of a 6 year-old boy named Calvin with his stuffed tiger Hobbes. My entry for the Remix Contest 5: Round 2.
frhd,390930,ridge,zwinxz,"[""zwinxz""]",204,29,0,2017-02-15,222581,26.8k,Zoom out! remix contest 5 round 2 entry. difficulty: medium. Enjoy the ride and leave a like or dislike.
frhd,392713,Alpha Nonane,Nitrogeneric,"[""Nitrogeneric""]",174,35,0,2017-02-18,153849,34.6k,"Entry for Remix Contest 5, Round 2"
frhd,392808,Claire's Train,pinn,"[""pinn""]",932,48,0,2017-02-18,316322,126.7k,"Entry for the second round of the remix contest. The track name is a reference to the anime, Baccano."
frhd,393461,𝓡𝓪𝔃𝒆,Please_Delete,"[""Please_Delete""]",333,40,0,2017-02-20,782618,46.5k,"The world is under fallout and all of the deadly virus' that we have ever known. Entry for the remix contest 5, round 2."
frhd,403228,Tartarus,Cataclysm,"[""Cataclysm""]",337,49,0,2017-03-09,315074,65.4k,"As far beneath Hades as Heaven above Earth, there is Tartarus. Spent a day making a track, hope it's not too sloppy. If you appreciate my effort, make sure to fondle that like button!"
frhd,405343,ae05,aego,"[""aego""]",107,16,0,2017-03-12,53115,14.3k,Short track
frhd,409462,Hibernia,pinn,"[""pinn""]",607,26,0,2017-03-20,400870,92.8k,"Round 3 entry for the remix contest. Big thanks to InTheSavce for hosting, this contest helped me advance my detail so much."
frhd,409614,Beta Nadoxolol,Nitrogeneric,"[""Nitrogeneric""]",83,19,0,2017-03-20,86535,15.1k,"Entry for Remix Contest 5, Round 3"
frhd,427752,Dragon of the Deep,TeamPhantom,"[""TeamPhantom""]",216,39,0,2017-04-22,520104,25.8k,"How dare you fight me, for I am The Great and Mighty Dragon of the Deep. Entry for WM's Box Contest."
frhd,431010,Decades (OCE),Pancakes345,"[""Pancakes345""]",171,25,0,2017-04-29,108556,27.8k,"Happy 10th birthday, FRHD :)"
frhd,438033,The City of Omashu,WyattStonhouse,"[""WyattStonhouse""]",1.3k,59,0,2017-05-12,4689134,111.5k,Omashu is the second largest city in the Earth Kingdom and the capital of one of its states.
frhd,439538,Despedida,LucJohnson,"[""LucJohnson""]",546,41,0,2017-05-16,1149366,61.3k,"The last instalment I will ever make in this game. It's been a big journey, and it all started with a friend tapping me on the shoulder and him asking me to race in 2014. I just can't fathom how much you all mean to me, and all I really have to say is... Thanks...."
frhd,445949,The Park,Pancakes345,"[""Pancakes345""]",161,27,0,2017-05-28,67937,28.0k,"Don't worry about getting an amazing ghost, just have fun :)"
frhd,447084,Edinburgh,Zgolex,"[""Zgolex""]",203,54,0,2017-05-31,1136236,38.4k,"Your expedition of Nassau takes you to the beautiful park of Edinburgh, in the north-west region of the city.  This track took long, so I appreciate likes, and subscribes. Best played FULLSCREEN. About 100-60%. Hope you enjoy. Zgolex"
frhd,449073,Mashup,churro,"[""churro""]",183,28,0,2017-06-05,303534,30.4k,[Cool Contest]
frhd,451219,Amplus,Eryp,"[""Eryp""]",128,26,0,2017-06-11,112341,19.0k,"“Hear me, Poseidon who circle the earth, dark-haired. If truly I am your son, and you acknowledge yourself as my father, grant that Odysseus, sacker of cities, son of Laertes, who makes his home in Ithaka, may never reach that home;"""
frhd,454930,PR Hwy 163,thyprith,"[""thyprith""]",112,24,0,2017-06-23,131016,11.4k,buerto bico (besigned for bmx b) (by bypress) (b)
frhd,455896,Is This Real Life?,mR..A,"[""mR..A""]",246,26,0,2017-06-27,672551,28.0k,"an abstract project by the FRHD community. big thanks to zwinxz, max, wave, xwinx, eli, alex, spruce, thesouthamericanguy, ness, ishu, dblu and wheeliemaker for all the help"
frhd,456878,Studio apt.,thyprith,"[""thyprith""]",177,33,0,2017-07-01,43503,20.4k,i wonder what they pay in rent
frhd,458626,Óarna,Zgolex,"[""Zgolex""]",230,70,0,2017-07-10,1331070,34.2k,Behold one of the greatest landmarks in Nassau. You pass huge islands of corroded quartz being kept afloat by rubidium orbs. Nassau is fast approaching. This is your last destination before meeting the city itself. Rate and subscribe! Zgolex
frhd,459714,Fantasy,DblU,"[""DblU""]",259,32,0,2017-07-17,779962,31.9k,"""Picture yourself in a boat on a river - With tangerine trees and marmalade skies - Somebody calls you, you answer quite slowly - A girl with kaleidoscope eyes - Cellophane flowers of yellow and green - Towering over your head - Look for the girl with the sun in her eyes - And she's gone""  Beatles"
frhd,461867,woodland ft. wave,xwinx,"[""xwinx""]",267,33,0,2017-07-30,2884195,35.9k,A collab between me and wave its been sitting in my wip pile for too long to not be seen by you guys.  Let me know what you think!
frhd,462701,Ataraxy,Volund,"[""Volund""]",319,51,0,2017-08-03,352753,62.0k,"Let go your earthly tether. Enter the void. Empty, and become wind."
frhd,464513,Ghosting Collab '16 - '17,thyprith,"[""thyprith""]",122,40,0,2017-08-14,421015,12.3k,"Ghosting Collab '16 - '17 from an unnamed website. Hosted by yours truly. Love y'all, have fun."
frhd,464750,Isle of Clouds,churro,"[""churro""]",236,19,0,2017-08-15,406651,22.0k,"Long overdue collab with RiderExtreme2, Darksmoke11, AngryGroudon, and Ishu."
frhd,464987,Alien: Incursion,deadrising2,"[""deadrising2""]",231,47,0,2017-08-16,600803,54.7k,"It happened again... Just when your ship is set to be clear, a fire breaks out and it turns out that something  big is going down. Do you stop it? Do you get out? Help...  Ctrl-alt-down for recursion mode"
frhd,467128,Colossus,Eryp,"[""Eryp""]",66,8,0,2017-08-27,139112,14.8k,Sequel. Perfect run is probably around 6:45
frhd,467467,PINKMAN DOS,vacuum,"[""vacuum""]",43,6,0,2017-08-29,15919,5.3k,"it's like... a tendril-y, mountain bike-y, cursing in cursive adventure. have fun"
frhd,467652,It Follows - Horror CE,Zycerak,"[""Zycerak""]",265,29,0,2017-08-29,416913,32.4k,after a month of procrastinating i managed to spit this out. it's not really what i had hoped for but i guess it turned out ok. grass looks bad. i hope it's not to hard. and the track isn't meant to be smooth so shut up. thanks to pssst for hosting the contest + a little bit of help on my clouds.
frhd,468081,Baldauf St,thyprith,"[""thyprith""]",81,32,0,2017-08-31,111370,9.8k,"we know trash, we know clean don’t last, never last when we load trash, we upload trash, face down, trash begets trash"
frhd,468338,Lambda,Eryp,"[""Eryp""]",52,11,0,2017-09-01,27265,8.6k,remix contest 6 practice round entry
frhd,469355,wonder mountain,Superboody,"[""Superboody""]",68,9,0,2017-09-05,440093,10.3k,above a rocky mountain there's a beautiful flying kingdom .. come and check it out ! this is my entry for remix contest 6 round 1
frhd,470071,CREPES (ntbf),Zycerak,"[""Zycerak""]",45,13,0,2017-09-07,240442,7.9k,"pretty old track, i didnt want it to be left out so i published it. too hard -1"
frhd,470396,Shadow Of The Colossus,StevenLeary,"[""StevenLeary""]",1.1k,68,0,2017-09-08,1346194,128.5k,"The Best Game Ever... If you've never played Shadow Of The Colossus, you MUST! This is just a little preview."
frhd,470612,adventure II,Pancakes345,"[""Pancakes345""]",89,22,0,2017-09-09,137459,14.7k,enjoy :)
frhd,472443,lemmegetuhhhh,thyprith,"[""thyprith""]",102,18,0,2017-09-15,17838,13.7k,lazy 30min bs to get me in the trackmaking mood. don't get too mad b no stressin
frhd,472740,Air Force One,DblU,"[""DblU""]",192,32,0,2017-09-16,108472,21.5k,Flying through the air...
frhd,473056,drat,churro,"[""churro""]",56,18,0,2017-09-17,114311,9.2k,rc6r1
frhd,473065,1k sbubs lol,mudkip,"[""mudkip""]",104,22,0,2017-09-17,145665,12.9k,happy 1068 subs. heres one SUPER old ntbf and also one not as old ntbf but theyre together so its kinda like one track but not really because the other one had no ride structure at all so it its really only 1 track but the detail isnt anything which makes it a not track becuase it looks bad. thanks.
frhd,475868,horror medley,mtt2,"[""mtt2""]",499,32,0,2017-09-26,387288,96.3k,had some fun making this (ft thyprith)
frhd,477354,Machinery Compound,JerryAxi,"[""JerryAxi""]",159,26,0,2017-09-30,37536,20.5k,force of engineering. RC6R2
frhd,477530,Subterrarean,Seasnails,"[""Seasnails""]",85,45,0,2017-10-01,272689,10.3k,"Here's something I've been working on for a while, it's very challenging, so if you don't like that kind of thing, just appreciate the artwork. Have fun!"
frhd,477593,Cold Morning,Please_Delete,"[""Please_Delete""]",152,14,0,2017-10-01,320512,26.1k,RC6 R2 Entry; Go for a joy ride on this beautiful morning!
frhd,482248,guangdongshengguangzhoushi,CityShep,"[""CityShep""]",132,51,0,2017-10-14,54117,24.5k,package has left the carrier facility (guangzhou)
frhd,482322,heck.,churro,"[""churro""]",73,15,0,2017-10-15,133158,12.7k,rc6r3.
frhd,485064,yikes,churro,"[""churro""]",102,22,0,2017-10-23,136964,13.1k,look at those tree trumkss mmgphff
frhd,486253,Terrified,mtt2,"[""mtt2""]",218,40,0,2017-10-25,13233,25.8k,auto collab with wheeliemaker; I might detail it if enough people like this
frhd,487028,Piper Beta,zwinxz,"[""zwinxz""]",164,29,0,2017-10-27,720023,16.8k,my oce piper alpha with a better /easier ride
frhd,491872,chaos,thyprith,"[""thyprith""]",36,15,0,2017-11-08,23617,7.4k,you can't get rid of me i ain't goin nowhere
frhd,492949,Bathroom Sink,Zycerak,"[""Zycerak""]",68,18,0,2017-11-10,88862,12.7k,rewind
frhd,493496,Downtown,TallTexan,"[""TallTexan""]",227,75,0,2017-11-11,471203,45.6k,A small race through town. TallTexan.
frhd,507625,Ayahuasca - NTBF,Zycerak,"[""Zycerak""]",57,15,0,2017-12-11,52878,10.5k,last edit - october 3
frhd,511105,bogusflow,Zycerak,"[""Zycerak""]",43,7,0,2017-12-17,27773,8.5k,sorry for lack of detail im gonna work on my big track now. hold up bmx for easy way and hold up mtb for trial thing. hold down bmx for fun
frhd,512321,Taeda,BowlOfFire,"[""BowlOfFire""]",745,43,0,2017-12-19,810706,63.3k,It's a long one. Enjoy
frhd,514502,Terrain Park #WC2017,gun,"[""gun""]",585,27,0,2017-12-26,403260,63.5k,#WinterContest2017 .My contest entry for the FRHD official winter contest. I worked hard on this I hope you enjoy. YT: bit.ly/2lunYCE :)
frhd,515503,Highland,BowlOfFire,"[""BowlOfFire""]",148,18,0,2017-12-31,275593,12.3k,Ride through the highland hills and the caverns beneath
frhd,515851,Nassau,Zgolex,"[""Zgolex""]",262,31,0,2018-01-02,766887,42.8k,"""The Unfinished Forest"". Destined to be a incredible, dense thicket of exotic trees and plants, Nassau was incomplete by the  unknown being creating it. This is your final journey until the end. Make it last! *Purposely unfinished track. Subscribe, rate, and enjoy! Zgolex"
frhd,516720,Forest Temple,BowlOfFire,"[""BowlOfFire""]",90,21,0,2018-01-05,55678,12.6k,This is an interesting helicopter level. If you like it check out my other track Sky Temple for a similar experience.
frhd,517429,Costa Concordia ft. Eli,WyattStonhouse,"[""WyattStonhouse""]",398,39,0,2018-01-08,1005975,46.4k,"Left behind to be taken over by nature. Big thanks to Eli for making this track possible! Enjoy the track, and a rate/comment would be appreciated. If you are having troubles playing, the stars have been numbered in the order they should be collected."
frhd,520727,Water Temple,BowlOfFire,"[""BowlOfFire""]",118,6,0,2018-01-17,450663,13.4k,"It's another helicopter track but I have tried to push the game play even further than I did in my Forest Temple track. There is no one way to finish it, just travel around the corridors as fast as you can to collect all the stars."
frhd,521583,I have something to Confess..,ShadowEagle,"[""ShadowEagle""]",2,0,0,2018-01-19,3519,851,"I need to say something, zoom out."
frhd,525556,Hysteria,BowlOfFire,"[""BowlOfFire""]",365,38,0,2018-01-30,196972,35.6k,I'm not really sure how to describe this one
frhd,530004,Midnight Parkour,TallTexan,"[""TallTexan""]",675,82,0,2018-02-09,2079040,85.9k,Parkour on a bike is meant to be hard so consider this a trials track. Thanks to everyone who has subed and liked my tracks y'all are a great encouragement to me and the only reason I made  this track. {this is also my entry to QuinnFederle's nighttime contest} Y'all be safe and have fun XD
frhd,531389,A Diamond In the Rough,Netsik,"[""Netsik""]",108,22,0,2018-02-13,517715,12.1k,"Finally, It is finished! My largest project on this game yet, is now done! I present what is (in my humble opinion) my best work yet! Really hope you enjoy, Peace! +1 (entry for some detail contest)"
frhd,533555,New Gothic,BowlOfFire,"[""BowlOfFire""]",375,22,0,2018-02-19,192575,44.6k,Here is a slightly challenging yet still smooth track when run skillfully. Ride in full screen for the best experience.
frhd,534088,VACILLATE 01,vacuum,"[""vacuum""]",129,33,0,2018-02-21,221872,16.8k,"february 18 demo of VACILLATE, track I've been working on for literally over two years. Thanks to everyone in the WIP thread and mudkip for the personal feedback on it so far. Do me a solid and comment your favorite & least favorite part! also i'll be able to streamline the heli w/ teleporters :)"
frhd,538337,Great Worm,BowlOfFire,"[""BowlOfFire""]",141,21,0,2018-03-02,125999,17.4k,"The entire track is the body of a dragon. Check out the head. Also, it's basically a hold up auto."
frhd,538346,Vanish ntbf,WyattStonhouse,"[""WyattStonhouse""]",2.2k,79,0,2018-03-02,3128063,172.7k,I thought I would be able to finish this track but I don't believe I will be able to. Hope you enjoy this even with it being not completed. I started making this summer of 2015.
frhd,542082,Fissures,BowlOfFire,"[""BowlOfFire""]",299,27,0,2018-03-12,272839,23.0k,A sort of sequel to Fissure.
frhd,544020,Vivre,Zycerak,"[""Zycerak""]",194,24,0,2018-03-17,138960,22.2k,That sometime is now.
frhd,548646,Norwegian Wood,Netsik,"[""Netsik""]",188,34,0,2018-03-31,747275,22.0k,"And when I awoke I was alone, This bird had flown. So I lit a fire, isn't it good, Norwegian wood?"
frhd,549379,eXor,Zgolex,"[""Zgolex""]",281,23,0,2018-04-03,1078922,35.1k,"You try to recreate your past experiences with Nassau with highly advanced mechanics and electronics planted around, to make a simulation. However it isn't what you'd expect it to be..  Thanks for playing, its my last one for a lil while. Enjoy. Zgolex"
frhd,551385,Raven's Ridge,BowlOfFire,"[""BowlOfFire""]",585,30,0,2018-04-09,1452553,70.6k,"I've been wanting to do another nature track for a while now. So, here you go."
frhd,556324,Vainishing,DblUAndMikeWi,"[""DblUAndMikeWi""]",163,23,0,2018-04-23,2412562,28.4k,Finished. Can you find the easteregg?
frhd,560577,Passe,deadrising2,"[""deadrising2""]",155,28,0,2018-05-05,395068,27.6k,"They've taken from your land, they've taken your people and now you're taking back what's yours but they're not gonna stand ground. Will you care? No, because you're Scottish."
frhd,561607,Circuit Race,BowlOfFire,"[""BowlOfFire""]",129,17,0,2018-05-08,25907,14.8k,This track is designed for racing. You’ve got seven laps to the finish. We’ll see how fast you can take the turns.
frhd,562369,Echinata,BowlOfFire,"[""BowlOfFire""]",200,11,0,2018-05-10,37090,22.0k,It's sort of like a mini Taeda.
frhd,563620,Coyote,Zycerak,"[""Zycerak""]",116,17,0,2018-05-13,73177,13.8k,no one is lost
frhd,565274,Antimatter,BowlOfFire,"[""BowlOfFire""]",133,17,0,2018-05-17,36629,16.2k,Just playing around with the teleport power up.
frhd,568695,Elevation,BowlOfFire,"[""BowlOfFire""]",283,26,0,2018-05-29,411113,32.3k,Each level gets a bit harder than the last; see how fast you can complete them.
frhd,569340,Autumnal,Netsik,"[""Netsik""]",125,25,0,2018-06-01,572938,20.9k,"Ride through New England forests and cape towns at the first dusting of snow. Thanks to Elibloodthirst for some advice and help on forums, so enjoy a late autumn bike ride!"
frhd,573410,Quicksilver,Eryp,"[""Eryp""]",58,14,0,2018-06-22,61169,9.6k,Official contest entry [june 22 2018]
frhd,573621,tranquility,zwinxz,"[""zwinxz""]",151,29,0,2018-06-24,99882,31.4k,Official contest entry. enjoy the track
frhd,573798,Flume,BowlOfFire,"[""BowlOfFire""]",175,15,0,2018-06-25,99984,17.2k,Official Contest Entry
frhd,573939,escape!,alexander,"[""alexander""]",177,48,0,2018-06-26,99137,47.2k,official contest entry
frhd,574596,froco (ft. mudkip),Zycerak,"[""Zycerak""]",55,23,0,2018-07-02,60935,9.3k,too lazy to detail my own tracks B-) thanks to mukdp and happy canada day
frhd,575383,Bisram,Cynic,"[""Cynic""]",144,12,0,2018-07-10,853859,11.5k,"Picture Box Contest 2018 Entry. Took way too much time and patience, but however, was worth it. Mad props to Eli bb and Maple for guiding me through. Hope y'all like it."
frhd,575594,The Battle of Little Bighorn,StevenLeary,"[""StevenLeary""]",365,21,0,2018-07-12,953424,33.6k,Custers Last Stand or The Battle of Little Bighorn? A True Story.
frhd,576498,Waterworld,JerryAxi,"[""JerryAxi""]",249,28,0,2018-07-22,180355,39.5k,sunken beneath the waves
frhd,577293,Crystal Version,deadrising2,"[""deadrising2""]",182,36,0,2018-07-30,2230178,37.7k,"Track 7 in the Colour Series. As an expansion on the previous entry, this is castlevania symphony of the night and you must explore this part of the castle to stop Dracula!"
frhd,579847,A concrete decision,MyrraWolf,"[""MyrraWolf""]",32,8,0,2018-08-23,20435,5.1k,"Hey look guys, i'm @nefarious @ (sorry i'm not active bc i'm of schoolwork)"
frhd,584921,thing,KKZTEX12,"[""KKZTEX12""]",3,0,0,2018-09-22,3793,360,go down. star wen ur done
frhd,587737,Planet Free Rider,BowlOfFire,"[""BowlOfFire""]",1.4k,66,0,2018-10-06,5305643,124.1k,Please enjoy this monstrosity of a track. All of the Heli parts are hold up. There is an “easter egg” of sorts. First three players to discover it and message me on the forum with the correct password will receive a shoutout on my next track. Any thumbs up and subs will be greatly appreciated.
frhd,590812,╪ Fear ╫,deadrising2,"[""deadrising2""]",177,28,0,2018-10-21,607745,36.7k,"Halloween Contest Entry 2018 - Everyone has something to fear, everyone is afraid sometimes. Some things get to you better than others and honestly? I fear so much, What do you Fear?"
frhd,590908,Vulcan,Maple,"[""Maple""]",272,26,0,2018-10-22,783203,35.5k,VG part 2 unfinished
frhd,590982,Halloween 2018,zwinxz,"[""zwinxz""]",112,6,0,2018-10-22,258969,16.4k,"Halloween Contest Entry 2018, i don't have a cool background story for this track. just play it, follow the arrows, collect the stars and have fun"
frhd,591022,The VVitch,Netsik,"[""Netsik""]",109,11,0,2018-10-22,294938,12.3k,"Evil takes on many forms, and there may be an evil lurking in this New England forest. A Halloween Contest entry by Netsik"
frhd,591098,Burial Chambers,Maple,"[""Maple""]",460,33,0,2018-10-23,2115957,57.8k,Early happy Halloween track
frhd,592466,Ocean: Descent,Netsik,"[""Netsik""]",125,16,0,2018-10-28,204506,19.3k,"Top secret, high tech equipment has been lost under the sea. Your company is nearly bankrupt, and you are their last hope. Descend deep under the Atlantic to save the lab. Enjoy!"
frhd,602609,Ocean: Isles ft. Nefarious,Netsik,"[""Netsik""]",168,26,0,2018-12-05,966545,26.0k,"Travel across islands and deep under the sea on a great adventure, but it won't be easy! This is the finished, possible version of Ocean II, half a year in the making! Huge thanks to nefarious for helping me out with this huge track, it's a shame you're leaving."
frhd,606824,Rotate IV ntbf,Backtwice,"[""Backtwice""]",161,30,0,2018-12-20,531338,15.3k,sorry unfinished i finished this b tomtom didn't // collab with cityshep/thyprith
frhd,608078,Winterfreuden,zwinxz,"[""zwinxz""]",320,22,0,2018-12-30,1542509,41.5k,Entry for 'Holiday In The Big City Contest 2018'
